Longitud,Latitud
-73.86999707033169,6.724548094895675
-73.87243137184755,6.721655555030806
-73.87466687663913,6.719568823136446
-73.87735252058249,6.717062923178068
-73.88056462341639,6.71405761755115
-73.88260894036799,6.712141436238328
-73.88485964251113,6.710035436403925
-73.88780470517,6.707279798585395
-73.89123044321767,6.704072194949973
-73.89467140785827,6.700853250336274
-73.89808968265001,6.697652374618235
-73.9020191253996,6.693976911178754
-73.90526143347796,6.690944325452617
-73.90846585670795,6.687949012999788
-73.91192974573524,6.684712974891389
-73.91540890508693,6.681464509690716
-73.91887270297354,6.67822846487828
-73.92225279284456,6.67506694988528
-73.92546490683489,6.672065852798959
-73.92833377674432,6.669385672691828
-73.93069094360898,6.667181145318817
-73.93353715840358,6.664524626703652
-73.93649754263605,6.661758501781776
-73.9399384679273,6.658540360676017
-73.943532006131,6.655186607942052
-73.94608011352732,6.652803457273246
-73.94810187588601,6.650912978185732
-73.95000940247341,6.649128727915521
-73.95235959046802,6.646936541149207
-73.95422858257972,6.645356822508828
-73.95693710162183,6.64307880773773
-73.95985929992375,6.640613151992394
-73.96349883742143,6.637541852947626
-73.96725989243096,6.634377813535792
-73.97114352246811,6.631103027594771
-73.9735166871216,6.629104032611668
-73.97488979206719,6.627860996772048
-73.97768239957891,6.625330795264137
-73.9812680509263,6.622086385188619
-73.98443426969274,6.619072434860667
-73.99005770144167,6.613706753801121
-73.99211756316205,6.611748284251386
-73.99640511837701,6.607661781217624
-74.00008271700072,6.604148239989383
-74.00160097930181,6.60270732740857
-74.00403493589778,6.600386033624299
-74.00730034361204,6.597273645520856
-74.01084835492665,6.593885449948029
-74.01409842075184,6.59078993212304
-74.01639490788557,6.588600822826045
-74.0193323376933,6.585799139533601
-74.02301016467429,6.582292195817376
-74.02620696075562,6.579240672822366
-74.02891538177182,6.576658197402416
-74.03245572971052,6.573282284811142
-74.03587338154331,6.570025010031682
-74.03878064339085,6.567254827946161
-74.04095486589365,6.565176381530464
-74.04348793453747,6.562762192568723
-74.04702804098845,6.560128789932369
-74.04916428492594,6.558543085259481
-74.0521397443282,6.55633007225787
-74.05623700855308,6.553281842393908
-74.05914402979272,6.55111736970047
-74.06146334339049,6.548238548157359
-74.0643929374744,6.544604672788545
-74.06731520162243,6.54097192798869
-74.07015376043003,6.537451020346889
-74.07313693590933,6.53374817099543
-74.07534191339954,6.531016214120586
-74.07659302533241,6.52945976511071
-74.07877541290961,6.529031374934577
-74.08240665958522,6.528320366434341
-74.08574855471602,6.527663636906662
-74.09031894884124,6.526768331855526
-74.09494979470925,6.525859428530922
-74.09783397030685,6.525294153854895
-74.10106113692754,6.524659879466404
-74.10491439967947,6.523904661321143
-74.1091563945714,6.523072500947253
-74.11349785321583,6.5219407643202
-74.11797658072489,6.520772800256416
-74.12168440016752,6.51831293239669
-74.123775070461,6.516924699859485
-74.12635389662194,6.515153252873707
-74.12890951577951,6.513397619502466
-74.13074812037736,6.512134866794348
-74.13397952947008,6.509578664860984
-74.13688831651251,6.507277036369628
-74.139439948193,6.50525788731835
-74.14197940935456,6.503245915778697
-74.14509992078008,6.500781393435733
-74.14867802441663,6.49794608043675
-74.15412234439248,6.496084931033517
-74.15657474906064,6.495246854584638
-74.15813875651493,6.494823860934251
-74.16183910875917,6.493824077518116
-74.16609653780336,6.492674941347376
-74.16983525203126,6.491664875087224
-74.17361916099439,6.490641254267797
-74.17741886600253,6.489615341631474
-74.17941789701078,6.489075774281035
-74.18230171080887,6.488295277945833
-74.18530019909815,6.487486474037585
-74.188764269287,6.486550919147387
-74.19289953180586,6.485432149845467
-74.19770602342399,6.484133396113947
-74.2013378192359,6.483152566972481
-74.20619057809158,6.481842437182306
-74.20919635464479,6.481028970062841
-74.21332415739221,6.479914513700007
-74.2165206516366,6.47826115632324
-74.2205950674427,6.476153110162888
-74.22310511383176,6.474852544851442
-74.22542474080007,6.473652620761312
-74.2296589534325,6.47146193467198
-74.23257343453112,6.469953233513097
-74.23592288310961,6.468220560464859
-74.23973783100472,6.466244663963403
-74.24227845008913,6.461979211040574
-74.2440945096014,6.45893241609008
-74.24549044909192,6.456577523535882
-74.24762722194943,6.452995963149975
-74.2503585773146,6.448402580300292
-73.81501053442285,7.067316036765132
-74.35224659414753,6.499509272703379
